review	label
여기는 여자친구가 건대에서 살았을 때 아지트같은 카페에요 음료 완전 왕 맛있고 친절해서 자주 와요	0
메로구이를 시켰는데 많이 느끼하지 않고 부드러워서 술안주로 좋았습니다! 은은한 조명과 덕분에 대화하기 좋은 분위기였어요. 건대에서 친구들이랑 모이기 딱 맞는 곳이었네요!	1
햇살 좋은 창가에 앉아 브런치 먹으니 내가 영화 속 주인공 된 기분 소소한 사치로 우울함 극복했습니다	0
유튜브 촬영팀이랑 현장 답사 끝나고 점심 먹으러 왔는데 음식 비주얼이 너무 예뻐서 밥 먹기 전에 카메라부터 들이대느라 한참 걸렸어요	1
좀 간이 세고 음식은 평범. 종업원들 교육은 다시 시키셔야 할 듯. 상 치우는 소리 때문에 식사 시간 내내 짜증나 죽는 줄 알았음. 소위 짬통이라 불리는 파란색 플라스틱 통을 식탁 위에 올려놓고 밥 먹는 곳 바로 옆에서 남은 음식을 한 곳에 부어댐. 이런 건 주방 안, 손님 안 보이는 곳에서 하는 게 기본 중의 기본임. 밥맛 뚝 떨어짐. 심지어 국그릇까지도 싸구려 멜라민 그릇이라 치우는 동안 엄청 덜그럭거림. 계산대에 앉아 있던 여자분은 손님이 들어와도 본 체 만 체. 나름 괜찮은 한정식 집으로 포지셔닝 하려는 것 같은데 수준 낮은 고객 응대 서비스는 개선이 필요함. 홀에 정리 안 된박스들까지 정신 없음. 어른들 모임, 상견례 자리로 좋긴 커녕, 이런 곳에 모시고 가긴 별로임.	0
2차로 가기좋아요 이자카야 분위기좋습니다 안주 맛있고 친절하시고 노래선곡 좋습니다 !	1
건대에서 최고 가성비 횟집입니당 친구랑 함께하기 좋아요	1
매장도 크고 청결하고 맛있게 먹었어요 유명한 이유를 알겠네요 또올게요!	0
음식이 정갈하면서 맛있고 정성을 다해 준비한 느낌이 마음에 들어서 자주 방문할 거 같아요! 보니까 단체룸도 있는 거 같은데 모임할 때 이용하면 딱일 거 같고요	1
전통시장 상인회 분들이랑 단체 관광 다녀오며 들른 갈비집인데 주차장도 넓고 고기 양도 푸짐해서 다들 기분 좋게 하루 마무리했어요	1
남자친구랑 함께 방문했습니다! 방어 너무 신선했고 인테리어도 플레이팅도 이뻤네요 직원분도 친절하셨어요! 다음에 또 방문하고 싶어요	0
건대 술집 찾으신다면 꼭 방문해보세요! 음식도 너무 맛있고 분위기도 좋아요 다음에도 친구들이랑 술 마실일 있음 꼭 재방문 하려구요	1
부서 전체 회식으로 온 장어집인데 장어가 정말 실하고 통통해서 다들 기력 보충 제대로 하고 갑니다	1
만족스러운 조합이네요! 훠궈에 삼겹살이랑 닭고기, 김치까지 구워먹으니 한국인 입맛에 딱 맞아요.	0
직장 동료들이랑 스트레스 풀러 매운 짬뽕 먹으러 왔는데 다들 땀 뻘뻘 흘리면서도 젓가락을 못 놓더라고요	1
리뷰 이벤트 한다고 써붙여놓고 참여하니까 재료 소진됐다고 말 바꾸시네요 낚인 기분 듭니다	0
지나가는길에 새로 생겨서 와봤는데 너무 맛있어요 피맥 즐기시는분들에게는 좋을것 같아요. 추천합니다	1
너무 맛있게 잘먹었어요. 넓어서 쾌적하게 식사할 수 있어요!!	0
전 부터 오고싶었는데 오늘 드디어 와봤습니다. 친구 제정신에 온게 처음이래요 돼지김치탕 먹으면서 해장돼요 집 앞이면 자주 오고 싶어여	1
주차 자리에 사람 서서 알박기 하는 거 보고 진짜 혈압 올랐는데 여기 시원한 하이볼 한 잔에 화가 눈 녹듯 사라졌습니다.	0
음식이 빨리 나와서 너무 좋았어요. 같이 간 일행들이 맛이 좋다고 만족했고 기본안주도 훌륭했습니다! 매장도 깨끗해 이용하기 좋았습니다.	1
돈가스 고기는 종이장처럼 얇고 튀김옷만 두꺼움 밀가루 튀김 먹으러 온 거 아닌데	0
친구들이랑 연말 파티 하려고 예약했는데 분위기 내기 너무 좋고 와인 안주들도 다 맛있었습니다~	1
고등학교 친구들이랑 연말 파티 겸 모였는데 안주 플레이팅이 너무 예뻐서 사진만 수백 장 찍은 것 같아요ㅋㅋ	1
예약하고 오시는 분들이 많은 것 같은? 가실 분들은 예약하고가면 좋을듯! 예약없이가서 그런지 바 테이블쪽에 앉았는데 자리가 협소해서 불편했어여! 음식은 깔끔하고 괜찮았어요 느끼한것도없고! 다만 먹어도 별로 배부르지가 않아서 딴거 또 먹으러 감..	0
요리 동호회 뒤풀이로 들렀는데 사장님이 주방 철학이 대단하셔서 다들 맛보면서 공부도 되고 입도 즐거운 식사 하고 왔네요	1
재개발로 뿔뿔이 흩어졌던 옛 동네 이웃들이 10년 만에 모였는데 여기 불고기 맛이 옛날 생각나게 해서 다들 눈물 콧물 쏟으며 먹었네요	1
남자친구랑 오마카세 데이트왔는데 너무 분위기도 좋고 플레이팅이 깔끔해요!!	0
매장 조용해서 술 마시기 좋아요 2차로 오기 딱이에용	1
데이트 하기 좋은 이자카야 술집이에요. 대화하기 좋은 아늑한 분위기라 대화하거나 혼술하기도 좋아요.	0
취미로 하는 가죽 공예 동호회 정모였는데 테이블이 넓어서 만든 작품들 늘어놓고 자랑하면서 맛있는 안주 먹기에 최고였어요	1
치킨 속살이 붉어서 덜 익은 거 아니냐니까 핑킹 현상이라고 무조건 우김 핏물 뚝뚝 떨어지는데 비위 상함	0
친구랑 예약하고 잘 먹고 가요!	1
식전 빵이 돌덩이처럼 딱딱해서 이빨 나가는 줄 데워주지도 않고 성의가 너무 없음	0
양꼬치 고기 질 최고! 푸짐하고 양념도 짱이에요! 서비스 만두까지 행복한 한 끼였어요	0
러닝 크루들이랑 한강 뛰고 근처 맥주집 왔는데 분위기도 힙하고 감자튀김이 정말 맛있어서 피로가 싹 가셨네요	1
할로윈에 분위기 있는 술집에서 맛있게 먹고 갑니다!!	1
계산할 때 금액 틀려서 말씀드렸더니 오히려 저를 이상한 사람 취급하네요 사장님 마인드 대박	0
보드게임 정모 하려고 넓은 테이블 찾다가 예약했는데 안주 놓을 자리도 넉넉하고 매장이 쾌적해서 장시간 모임 하기 좋았어요	1
오늘 유난히 지치고 우울했는데 한 입 먹자마자 눈 녹듯이 사라졌어요..ㅠㅠ 역시 우울할 땐 맛있는 게 최고네요. 사장님의 정성이 담긴 맛 덕분에 위로받고 갑니다!	0
친구랑 갑작스럽게 방문했는데 바로 이용가능해서 좋았어욤 늘 오던 집이라 맛집인건 알아서 맛은 보장했습니다 역시 맛있고 다음에도 떠 방문할께염	1
월급날이라 플렉스 하러 왔는데 통장은 가벼워졌지만 마음은 풍성해졌어요 맛있는 거 먹으려고 돈 버는 거죠	0
예약하고 갔는데 명단에 없다고 문전박대 당함 통화 기록 보여줘도 자리 없다는 말만 반복함 시간 낭비 레전드	0
맛있고 친구들하고 모임하고 좋습니다!	1
회식하러 왔는데 대화하기도 좋고 안주 가성비도 좋고 너무 맛있어요 !!! 치한당 최고	1
친구들이 술 마시고 있을 때 늦게 합류했어요. 음식이 코스로 착착 나와서 먹는 흐름이 끊길 일도 없고 다 너무너무 맛있었습니다	1
스테이크 미디엄 레어로 시켰는데 속이 차가워요 해동도 제대로 안 하고 구우신 듯	0
고등학교 시절 밴드부 멤버들이 20년 만에 모여서 악기 대신 숟가락 들고 수다 떨었는데 안주가 너무 맛있어서 공연 때보다 더 신났어요	1
길드 정모라 전국 각지에서 50명 넘게 모였는데 공간이 워낙 넓어서 이름표 달고 고기 구워 먹기에 이보다 완벽한 장소는 없었습니다	1
식전 빵이 돌덩이처럼 딱딱해서 씹다가 턱 빠지는 줄 알았습니다 데워주는 정성도 없나요	0
벌써 세번째 방문이에요!! 갈 때마다 너무 맛있게 먹고 있고 폭염에 생맥주 미쳤잖아요 또 재방문 할 겁니당	1
친구들과 총 6명이서 방문했는데 서비스도 많이주시고 사장님께서 엄청 친절하셔서 기분 좋게 먹고 갑니다 나중에 또 오겠습니다!	1
친구 생일이라 여럿이서 모였는데 케이크 반입도 흔쾌히 허락해주시고 플레이팅도 예뻐서 다들 사진 찍느라 바빴네요	1
친절하고 특별한 가게! 작년에 교수님과 단체로 왔었는데 좋았어서 또 왔어요 여전히 만족	1
오늘따라 세상이 나를 억까하는 기분이라 다 죽이고 싶었지만 여기 달달한 드립 커피 향기에 평화가 찾아왔습니다.	0
커피랑 음료 종류가 다양하고 친절하셔요 이벤트도 있어서 즐겁네요 친구들이랑 오기 넘 좋아요	1
친절하게 응대해주셨어요!! 음식도 너무 맛있고 새로 생겨서 그런지 엄청 깨끗해용 건대에서 맛있는 안주 먹으며 분위기 좋은 시간 보내고 싶은 분들께 엄청 추천드려요!! 저는 다음번에 또 방문할게요	1
오픈런 해서 들어온 보람이 있네요 남들보다 먼저 먹는 성취감과 맛있는 음식의 조화	0
매장 안이 너무 더워서 땀 뻘뻘 흘리면서 밥 먹음 에어컨 좀 틀어달라니까 전기세 아깝나요	0
여기 너무 마싯서요 날마다 제가 힘들때마다 오는 곳..	0
친구들과 오랜만에 이대도 가보고 저녁도 맛있게 먹었습니다. 향신료가 강하면 어떻게 하나 걱정도 하였는데 한국인 입맛에 잘 맛아서 맛있게 먹었습니다. 샐러드도 신선하고 빵도 맛있었어요. 뱅쇼에 올리브유도 처음 맛보았는데 매우 좋았어요. 건강식이라 더 좋구요. 다음에 또 방문하겠습니다.	1
생각보다 양이 많고 주문한 음식 모두 맛있어요!! 분위기도 좋고 직원분들 친절하시고 정기모임 장소로 해야겠다고 다들 만족도 최고였어요 맛있게 잘 먹었습니다	1
안주도 맛있고 다른 술집과 비교되는 건 계속 손님들 체크해주시는 게 너무 마음에 들었어요 서비스도 잘 챙겨주시고 깔끔하게 가게 관리 해주시는 것 같아서 감사합니다 다음에 꼭 또 들릴게요	1
꼬소하고 술이 술술땡깁니다 사랑하는 친구와 와서 더 행복한 불금이네요 잘먹고 갑니다 번창하세요	1
알바생들이 너뮤 별로에요 뒤에서 손님들 험담은 기본이고 입도 더럽고 서비스 하기싫음 알바하지 말던지.. 몇번에서 존나게 부른다 ㅎㅎ 오늘은 날이 아니다 등등 사람 상대하는일 힘든거 아는데 더러우면 돈벌지 말던지 내 최애 집이였는데 저사람들때문에 다시오기 싫어졌어요 머리긴여자 알바생 안경쓴 남자 알바생 욕하려면 뒤에서 조용히 상식을 지키며 하세요	0
약속 시간 1시간 늦는 친구 기다리느라 빡쳤는데 친구가 사준 소고기가 너무 입에서 녹아서 화가 안 나네요ㅋㅋ	0
직원이 너무 친절해서 대접받는 기분 제대로 느꼈어요 맛도 맛이지만 서비스 덕분에 기분이 더 좋아져서 나갑니다	0
건대 같이온 친구가 예전부터 온 곳!! 친구가 오자해서 왔는데 진짜 후회없어요.. 아귀튀김 감동 건대는 먹을곳 없다구생각했는데 전혀아니였습니당. 막회집 최고	1
제철 음식 먹으니 계절의 변화가 실감 나네요 신선한 재료 본연의 맛에 몸이 건강해지는 기분	0
2인세트 메뉴가 너무 알차고 맛있습니다! 퇴근하고 한 잔하기 너무 좋아요	1
분위기 넘 좋아요 친구들이랑도 연인이랑도 오기 좋은 곳인듯 3 서비스 안주인 미니 피자 넘 기엽고 맛있습니당 메뉴 다 맛있구 분위기도 좋은 질서정연 건대 술집으루 추천 .	1
다양한 중국식 요리를 맛볼 수 있어 좋았습니다. 양꼬치 고기 질도 훌륭했고 곁들인 냉면도 깔끔한 맛이었네요. 깔끔한 매장에서 잘 먹었습니다.	0
건대 이자카야 술집중에 최고입니다 음식도 맛있고 사장님도 친절하세요 담에 또 올께요	1
특별한 날은 아니지만 기분 내고 싶어서 왔는데 주인공이 된 기분이에요 분위기 맛집 인정	0
맛있어요. 음악도 좋구 친구들이랑 술 마시기 좋아요.! 다음에도 또 올게요	1
음식 가격에 비해 양이 너무 적음 접시는 큰데 음식은 쥐꼬리만큼 담겨있음 플레이팅만 번지르르함	0
맛있어요! 직원분들도 다들 너무 친절하세요 또올꺼예요!!!	0
치즈떡이랑 고기 조합이 꿀임 매운맛인데 은근히 계속 손이 가는 중독성이 있음 직원분들 모두 친절해서 기분 좋게 먹고 나옴 다음엔 더 큰 인원 데리고 와서 이것저것 추가해볼 생각임	0
비건 식당이라 맛이 덜할 줄 알았는데 편견을 깨주는 맛이네요 속도 편하고 마음도 편하고 지구도 지키는 기분	0
리뷰 평점 믿고 갔는데 낚였음 맛 서비스 위생 뭐 하나 만족스러운 게 없는 총체적 난국	0
회전초밥집인데 레일 위에 초밥들이 다 말라비틀어져 있음 뚜껑이라도 덮어놓지 위생 관념 부족	0
항상 깔끔한 음식. 좋아요. 특히 단체 행사하기 맞춤 입니다!	1
친구네 커플 추천으로 방문했어요 세트 구성 하나하나 버릴 거 없이 다 너무 맛있어요! 점원분이랑 사장님도 친절하셔서 기분 좋았습니다 나중에 친구들 더 데리고 올거에요!!	1
사내 동호회 마무리 장소로 잡았는데 매장이 넓어서 40명 넘는 인원도 거뜬히 수용 가능해서 좋았습니다	1
맛있고 적당히 조용하고 조명도 어두워서 저녁에 술마시기 너무 좋아요 !	1
여자친구랑 브런치 먹으러 왔는데 채광도 좋고 프렌치토스트가 진짜 퐁신퐁신해요.. 주말 아침의 여유 너무 좋습니다	0
노래가 좋고 대화하기 좋은 장소입니다! 음식도 맛있어서 다음번에 또 올 것 같아요	1
인테리어도 분위기도 너무 좋고 사진찍기 딱?? 소금빵 도넛 다 맛있었어욜?? 아아는 산미없는 고소한 커피!!! 완전 제스퇄재방문 의사 백프로????	0
데이트 꿀맛집 모듬사시미 필수코스임	0
기대안하고 들렀는데 음식도 빠르게 나오고,1층에사람많은데 2층으로 배려해주셔서 친구랑 편하게 먹으면서재밌는 시간보냈습니다!! 정식 추천합니다	1
분위기도 너무 좋고 직원분도 친절해요 !! 시끄럽지 않아서 친구들과 얘기하기도 좋네요 잘 먹구 갑니다!	1
사이트 비밀번호 자꾸 틀려서 계정 잠기고 진짜 답답해 죽는 줄 알았는데 고소한 와플 먹고 화 다 풀렸습니다.	0
남자친구 생일이여서 왔어요 맛있어요	0
회사 워크숍 저녁 식사 장소였는데 고기 질이 너무 좋아서 다들 내일 일하기 싫다고 할 정도였네요	1
아이들 방학동안 지친 몸과마음을 힐링하러 온 은행나무집!! 주차장이 넓네요 장어 2인 반반소금,양념주문해서 사장님께서 맛있게 구워주시면 깻잎위에 묵은지랑 생강올리고 촵촵입에서 살살녹네요 장어탕과 전복라면까지 흡입!! 육아하다 힘들면 또 와야겠어요	0
오늘따라 왜 이렇게 억울한 일만 생기는지 다 부수고 싶었는데 여기 육사시미가 제 마음을 달래줬네요.	0
음식 나오는데 속도 빠름 양도 푸짐해서 여러명이서 나눠 먹기 좋음 셀프바가 있어서 깻잎이나 콩나물 마음껏 가져다 먹을 수 있는 점이 최고임 회식 끝나고 다들 칭찬함	1
산악회 회원들이랑 하산하고 들른 곳인데 도토리묵이랑 파전 맛이 일품이라 피로가 싹 가시는 기분이었습니다ㅋㅋ	1
어린이날 아이들과 함께 대공원 방문후 저녁으로 예약하여 방문하였는데 너무 만족합니다. 고기질도 좋고 맛도 좋고 서비스 또한 좋습니다. 직원분들의 친절함이 무엇보다 기억에 남네요.	0
고기 직접 구워주시고 친절하시구 넘 맛있어요!! 학교 바로 앞에 있어서 친구들이랑 와서 먹기두 넘 조아욤????	1
여기 크림도넛 너무 맛있어요 항상 늦게 와서 다 팔려서 못 먹었는데 오늘은 성공적??????	0
대학교 동창들이랑 송년회 했는데 안주가 너무 맛있어서 다들 다이어트 포기하고 폭풍 흡입했네요ㅋㅋ	1
문 열자마자 맛있는 냄새가 확 풍기는데, 들어오는 순간부터 기분이 좋아지더라고요. 우울할 틈 없이 흡입했습니다. 여기는 제 행복 충전소예요.	0
추운 날씨에 꽁꽁 얼었던 몸이 따뜻한 차 한 잔에 사르르 녹아요 마음까지 따뜻하게 데워주네요	0
여행 못 가서 우울했는데 현지 느낌 물씬 나는 맛 덕분에 잠시나마 해외여행 다녀온 기분이에요	0
혼자 카페에 앉아 멍하니 창밖 보며 커피 마시는데 이 여유가 너무 소중하네요 복잡한 머릿속이 차분해집니다	0
직원분들도 너무 친절하시고 무엇보다 안주가 너무나도 맛있어서 술이 쭉쭉 들어가는 기분이었어요 앞으로 종종 건대 술집 하면 이자카야우규 방문 할 거 같아요 너무나도 맛있게 잘 먹었습니다	1
고향 친구들 서울 상경 기념으로 모였는데 분위기 좋은 곳에서 맛있는 안주 먹으니 고향 생각나고 좋네요	1
낙삼새 맛집 인정합니다 양도 많고 매콤한 양념에 스트레스가 확 풀렸어요! 또 갈 거예요!	0
기분 안 좋을 때마다 찾는 믿고 먹는 맛집 실패 없는 맛이라 한 입 먹으면 바로 안정이 찾아와요	0
방구석에만 박혀 있었는데 친구가 끌고 나온 이유가 있었네요 이 맛을 못 봤으면 계속 우울했을 거예요 친구야 고맙다	0
n년째 건대오면 무조건 방문하는 포항막회!! 더운날 물회랑 항상 고민하지만 막회 문어초회 못잃져너무 맛있어서 항상 건대모임하면 포항막회 후보지가 1번이에요! 사장님이 넘나 친절하셔서 자꾸 한병씩 소주 추가되는건 안비밀!! 웨이팅있는 맛집이니 다들 칼퇴요망!!	1
한 입 먹고 너무 맛있어서 기분 좋아졌어요 안주도 다 맛있고 사장님, 직원분들도 너무 친절하셔서 기분 좋게 먹고 갑니당	1
두번째 방문인데 단체모임하기 진짜 좋아요!!	1
오랜만에 친척들 다 모여서 갈비 먹운대 고기가 야들야들해서 애기들도 잘 먹고 어른들도 좋아하셨어요	1
헬스장 갔는데 기구 하나도 없어서 기다리다 짜증 나서 그냥 나왔는데 집 앞에서 사 먹은 핫도그가 역대급이라 행복해졌어요.	0
플로깅 봉사 활동하고 땀 범벅 된 회원들이랑 시원한 콩국수 마시러 왔는데 사장님이 고생한다고 양을 곱빼기로 주셔서 너무 감사했어요	1
스트레스 너무 많아서 짜증났는데 맛있는 음식이 답인가 봅니다 진짜 분노를 없애주는 맛이네요!!	0
회사 동료들이랑 퇴근길에 갑자기 번개로 모였는데 안주가 너무 맛있어서 한 명씩 계속 일행 부르다 보니 어느새 대규모 회식이 됐네요	1
도전해 본 신메뉴가 대성공이라 기분 째지네요 새로운 맛을 발견하는 기쁨에 우울함 따위 잊었어요	0
매운맛 조절 가능하대서 덜 맵게 해달랬는데 캡사이신 들이부은 줄.. 속 쓰려서 다 못 먹고 나옴	0
매일 똑같은 일상이 지루하고 우울했는데 오늘 발견한 이 맛집이 제 일상에 활력을 주네요 앞으로 단골 예약입니다	0
볶음밥에 기름을 들이부었는지 그릇 바닥에 기름이 흥건함 니글거려서 속 뒤집어짐	0
분위기 체고 친구들 데려오기 너무 좋아요 ????????	1
사이드 메뉴도 기대 이상이었어요 튀김류가 바삭하고 소스 궁합이 좋아서 국물이랑도 잘 어울렸습니다 다들 만족하더라구요	0
분위기 최고! 모임하러 왔는데 또 여기서 다음 모임 진행하려구요	1
데이트로 진짜 좋은 것 같아요!! 음식 구성도 좋고 엄청 맛있습니다! 커플이시라면 꼭 들려보시는걸 추천해요!	0
친구가 대구에 있는 본점에서 연막창을 먼저 먹어보고 추천해줘서 같이 오게 되었는데 기대 이상으로 너무 맛있어요 다음에 다른 친구들도 데리고 와서 재방문 할 계획 100000입니다.	1
고기가 아주아주 신선합니다!! 육즙이 지려요! 회기 최고의 삼겹살집 추천합니다 홀이 넓어서 모임하기도 좋고, 사이드도 맛나요??	1
물컵에서 비린내 나서 물도 못 마시고 음료수 시켜 먹음 기본적인 위생이 안 되어 있음	0
처음 갔는데 소스 레시피 친절히 알려줘서 금방 맛의 길로 입문했어요 국물이 진하면서도 깔끔해서 마지막 한 숟갈까지 부담 없었음 직원분도 친절했어요	0
올때마다 기분 좋고 맛있게 먹을 수 있는 분위기 좋은 이자카야입니다. 조만간 지인들과 함께 또 올겁니다!!	1
매콤한 떡볶이 국물에 튀김 찍어 먹으니 세상 시름이 다 잊혀지네요 학창 시절로 돌아간 것 같아 기분이 몽글몽글해요	0
그냥 동네 친구들이랑 편하게 슬리퍼 끌고 모였는데 매장이 넓어서 오래 앉아 수다 떨어도 눈치 안 보이고 참 편안한 아지트 같은 곳입니다	1
재방문입니다! 다시 와도 너무 맛있네요 단체로 방문하실 분들은 주말에는 예약하는 것을 추천드립니다. 직원분들도 다들 친절해서 더 기분 좋게 식사하였습니다.	1
